BOARD,NAME,ADDRESS_AB,POSTAL_COD,CITY,PROVINCE,PHONE_NO,FAX_NO,EMAIL,GRADES,POSTSECOND,DATA_SOURCE,ELEM,JUNIOR_H,SENIOR_H,GLOBAL_ID,POINT
The Calgary School Division,Dr. Gladys McKelvie Egbert School,6033 Madigan Dr NE,T2A5G9,Calgary,AB,(403) 777-7780,,drgladysmegbert@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{FE3E4C6F-2F58-492A-9D68-EEF18B3F655A},POINT (-113.9415291 51.0588922)
Rundle College Society,Rundle College Elementary School,7615 - 17 Ave SW,T3H3W5,Calgary,AB,(403) 282-8411,,contactus@rundle.ab.ca,Elementary,N,N,Y,N,N,{A9DB48FE-F805-4818-8CC6-392B81B4F8E5},POINT (-114.1973197 51.0367131)
The Calgary Roman Catholic Separate School Division,St. Gregory School,5340 - 26 Avenue S.W.,T3E0R6,Calgary,AB,(403) 500-2048,,stgregory@cssd.ab.ca,Junior High,N,N,N,Y,N,{82783014-F039-462B-927B-463349FAA6F1},POINT (-114.1604737 51.0311375)
The Calgary School Division,Briar Hill School,1233  21 St NW,T2N2L8,Calgary,AB,(403) 777-6140,,briarhill@cbe.ab.ca,Elementary,N,N,Y,N,N,{47514DC0-C2BA-4267-8DA5-BB7F6E80E228},POINT (-114.1114185 51.0631133)
Calgary Quest Children's Society,Calgary Quest School,"3405 Spruce Drive S.W. 
c/o Spruce Cliff Elementary",T3C0A5,Calgary,AB,(403) 253-0003,,info@calgaryquestschool.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{3355F47D-0A96-4002-83FD-35773334A8DB},POINT (-114.1366387 51.0497215)
The Calgary School Division,Mountain Park School,312 Mt Douglas Close SE,T2Z4Y1,Calgary,AB,(403) 777-6442,,mountainpark@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{BC129C7F-04CE-4C6E-817E-CCFA616C2838},POINT (-113.9818799 50.9237983)
The Calgary Roman Catholic Separate School Division,St. Francis High School,877 Northmount Drive N.W.,,Calgary,AB,(403) 500-2026,,st.francis@cssd.ab.ca,Senior High,N,N,N,N,Y,{17818BED-AED9-4A96-9A5B-16B8CD3336BB},POINT (-114.1024075 51.0845066)
The Calgary School Division,King George School,2108  10 St NW,T2M3M4,Calgary,AB,(403) 777-6210,,KingGeorge@cbe.ab.ca,Elementary,N,N,Y,N,N,{7A93C327-BBB0-4F71-95A9-97DEBC59AF11},POINT (-114.0840555 51.0708971)
The Calgary School Division,Joane Cardinal-Schubert High School,19480 45 St SE,T3M2P9,Calgary,AB,(403) 817-3600,,saglassford@cbe.ab.ca,Senior High,N,N,N,N,Y,{86F16420-680F-4336-A00B-C6508B8DB0D7},POINT (-113.9440104 50.8780222)
The Calgary School Division,Captain Nichola Goddard School,405 Panatella Blvd NW,T3K0P3,Calgary,AB,(403) 817-3300,,CaptainNicholaGoddard@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{1012E73A-67EE-4D12-8531-87CF4B830E74},POINT (-114.0886788 51.1624509)
The Palliser School Division,Menno Simons Christian School,7000 Elkton Drive S.W.,T3H4Y7,Calgary,AB,(403) 531-0745,,office@mennosimons.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{8DBF3AEA-6378-45D8-B119-7EC9F5D58107},POINT (-114.188501 51.0242003)
The Calgary School Division,Rideau Park School,829 Rideau Rd SW,T2S0S2,Calgary,AB,(403) 777-7480,,rideaupark@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{3687DD64-B3EC-4E65-9D18-43DF026122C6},POINT (-114.0755637 51.0252766)
The Calgary Roman Catholic Separate School Division,St. Rita School,7811 Ranchview Drive N.W.,T3G2B3,Calgary,AB,(403) 500-2083,,strita@cssd.ab.ca,Elementary,N,N,Y,N,N,{43E19846-A6CE-4850-980C-1A140ECBDE95},POINT (-114.1817531 51.1198662)
The Calgary School Division,Clarence Sansom School,5840  24 Ave NE,T1Y6G4,Calgary,AB,(403) 777-7700,,clarencesansom@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{76D4E188-9EE5-405D-A3E9-A2F8E9FCA946},POINT (-113.9491955 51.0746135)
The Calgary School Division,Start Outreach,3610 9th Street SE,T3B5C2,Calgary,AB,(403) 777-6107,,discoveringchoices@cbe.ab.ca,Senior High,N,N,N,N,Y,{E3585476-FE3B-404E-BB39-93A94E789790},POINT (-114.2019032 51.0894295)
The Calgary Roman Catholic Separate School Division,St. Benedict School,10340 - 19 Street S.W.,T2V1R2,Calgary,AB,(403) 500-2053,,stbenedict@cssd.ab.ca,Elementary,N,N,Y,N,N,{54F33D61-0C0A-451D-83FA-A32B3D999C2A},POINT (-114.1054471 50.9619935)
The Calgary School Division,G. W. Skene School,6226 Penbrooke Dr SE,T2A6M7,Calgary,AB,(403) 777-8150,,gwskene@cbe.ab.ca,Elementary,N,N,Y,N,N,{DE1AA0E7-4BFB-49AD-9299-821AEE2127D1},POINT (-113.9452208 51.0456249)
The Calgary Roman Catholic Separate School Division,Ascension of Our Lord,509 Harvest Hills Drive N.E.,T3K4G9,Calgary,AB,(403) 500-2075,,,Elementary/Junior High,N,N,Y,Y,N,{1112355B-740D-4EED-B628-325BAE490F9C},POINT (-114.0596888 51.1469569)
The Calgary Roman Catholic Separate School Division,St. Martha School,6020 - 4 Avenue N.E.,T2A4B1,Calgary,AB,(403) 500-2074,,stmartha@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{CD1DEDCD-8191-44E3-B2A8-631A6F0CB6F1},POINT (-113.9456359 51.0565433)
The Calgary Roman Catholic Separate School Division,Our Lady of Grace School,736 Evanston Drive,T3P0N7,Calgary,AB,(403) 500-2124,,ourladyofgrace@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{17EAE3FD-2F05-4001-80C7-34C2B32C2B2D},POINT (-114.1204866 51.1793394)
The Calgary School Division,Glamorgan School,50 Grafton Dr SW,T3E4W3,Calgary,AB,(403) 777-8310,,glamorgan@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{73FCDBB0-C408-406F-824C-A90CA49C572C},POINT (-114.1453983 51.0153799)
The Palliser School Division,"Calgary Islamic School, Akram Jomaa Campus",2612 - 37 Avenue N.E.,T1Y5L2,Calgary,AB,(403) 248-2773,,,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{805C842E-3213-43D4-8D6F-FA7CD21916BB},POINT (-114.0004774 51.0875899)
The Southern Francophone Education Region,École La Mosaïque,199 Martindale Blvd NE,T3J3G4,Calgary,AB,(403) 277-2344,,,Elementary,N,N,Y,N,N,{67D58C47-957D-45E6-B80A-EDA2E518F4F8},POINT (-113.9575118 51.1137667)
The Calgary School Division,Sir John A. Macdonald School,6600  4 St NW,T2K1C2,Calgary,AB,(403) 777-7670,,sirjohnamacdonald@cbe.ab.ca,Junior High,N,N,N,Y,N,{10388188-4EE5-4052-BF96-4B0C2E358090},POINT (-114.0700457 51.111477)
The Calgary School Division,Altadore School,4506  16 St SW,T2T4H9,Calgary,AB,(403) 777-6910,,altadore@cbe.ab.ca,Elementary,N,N,Y,N,N,{2B687BF9-73E1-47A4-B014-A4E4457ECF9B},POINT (-114.0997332 51.0140027)
The Renert School Foundation,Renert School,14 Royal Vista Link NW,T3R0K4,Calgary,AB,(587) 353-1053,,info@renertschool.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{D3448746-3D71-42C3-8557-5FF7B0A5F5B2},POINT (-114.2028365 51.151837)
The Calgary School Division,All Boys Program,3519  36 Avenue SW,T3E1C2,Calgary,AB,(403) 777-8400,,,Elementary,N,N,Y,N,N,{09345DDE-FD9E-4180-9497-99F2188DD333},POINT (-114.1362258 51.0211798)
The Calgary School Division,Ramsay School,2223 Spiller Rd SE,T2G4G9,Calgary,AB,(403) 777-6790,,ramsay@cbe.ab.ca,Elementary,N,N,Y,N,N,{88D2CB41-A3ED-4C6C-BEEB-8720029EA70F},POINT (-114.0457894 51.0331886)
Horizon Academy Institute,Horizon Heritage Arabic School,199 Queen Charlotte Way SE,T3C3P1,Calgary,AB,(403) 826-4655,,,Unknown,N,N,N,N,N,{A1C946E0-D31C-48D2-B9C4-759F3A966187},POINT (-114.1398093 51.0396757)
The Calgary School Division,Killarney School,3008  33 Street SW,T3E2T9,Calgary,AB,(403) 777-8360,,killarney@cbe.ab.ca,Elementary,N,N,Y,N,N,{882022FB-F791-4F14-94B9-5BE8DAEA24CE},POINT (-114.1347293 51.0281934)
The Calgary School Division,Banff Trail School,3232 Cochrane Rd NW,T2M4J3,Calgary,AB,(403) 777-6120,,banfftrail@cbe.ab.ca,Elementary,N,N,Y,N,N,{B08AA4F1-5680-4198-ABC8-18FC92E11C3B},POINT (-114.1167588 51.0816395)
The Palliser School Division,Trinity Christian School,"#100, 295 Midpark Way S.E.",T2X2A8,Calgary,AB,(403) 254-6682,,,Elementary/Junior High,N,N,Y,Y,N,{E04789C0-BE6F-4D22-B9D7-459AB77DEA9D},POINT (-114.0622404 50.9093282)
Bearspaw Christian School Society,BCS@Home,15001 - 69 Street NW,T3R1C5,Calgary,AB,(403) 295-2566,,info@bearspawschool.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{A3D52F9B-EBD7-4F69-9B5B-BA3678B9BE21},POINT (-114.1893458 51.186944)
The Calgary School Division,Richmond School,2701 - 22 St SW,T2T5G5,Calgary,AB,(403) 777-8380,,richmond@cbe.ab.ca,Elementary,N,N,Y,N,N,{40600F0A-FF67-4A81-8576-31A9D0ED288C},POINT (-114.1150386 51.0301327)
The Calgary Roman Catholic Separate School Division,Notre Dame High School,11900 Country Village Link NE,T3K6E4,Calgary,AB,(403) 500-2109,,notredame@cssd.ab.ca,Senior High,N,N,N,N,Y,{48029833-C769-44B1-98E0-1CACAB2EACCA},POINT (-114.0658203 51.1576509)
The Calgary School Division,Rosedale School,905 13 Ave NW,T2M0G3,Calgary,AB,(403) 777-7530,,rosedale@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{6562DDCF-AF5C-4C1E-9433-1CC454633EAA},POINT (-114.0814991 51.0635971)
The Calgary Roman Catholic Separate School Division,St. Mary's High School,111 - 18 Avenue S.W.,T2S0B8,Calgary,AB,(403) 500-2024,,stmarys@cssd.ab.ca,Senior High,N,N,N,N,Y,{507CB139-EE6D-40EF-A9AD-EE20B6BAACE9},POINT (-114.0640191 51.0366146)
The Calgary School Division,Simon Fraser School,5215  33 St NW,T2L1V3,Calgary,AB,(403) 777-7290,,simonfraser@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{6AD9716D-3A50-48FA-B8E3-96017F59EC53},POINT (-114.1365505 51.1003194)
The Calgary Roman Catholic Separate School Division,St. Marguerite School,1100 New Brighton Drive SE,T2Z0W1,Calgary,AB,(403) 500-2127,,stmarguerite@cssd.ab.ca,Elementary,N,N,Y,N,N,{34C75764-A11A-4B8F-A014-F90CCA4CBBDD},POINT (-113.9372308 50.9211549)
Clear Water Academy Foundation,Clear Water Academy,3910 Quesnay Wood Drive SW,T3E8G1,Calgary,AB,(403) 217-8448,,btomiak@clearwateracademy.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{02DDA5BA-8A8B-4E57-9AFF-CAC2AD6719F0},POINT (-114.1230926 51.0188767)
Aurora Learning Foundation (Calgary),Aurora Learning Calgary,#137 5305 McCall Way NE,T2E7N7,Calgary,AB,(403) 277-9535,,evan.rogers@na.oneschoolglobal.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{BB9C01B3-0311-46BA-8DB5-A047CF699F60},POINT (-114.0030345 51.1013393)
The Calgary School Division,Balmoral School,220 16 Ave NW,T2M0H4,Calgary,AB,(403) 777-7330,,balmoral@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{93360F9B-2CCD-4DC3-A814-6E6C2F39B89A},POINT (-114.0664802 51.0678818)
The Calgary School Division,Auburn Bay School,7 Auburn Bay Ave SE,T3M0K6,Calgary,AB,(403) 817-3540,,auburnbay@cbe.ab.ca,Elementary,N,N,Y,N,N,{27A01794-ADD4-435A-8021-E23D26D42DF9},POINT (-113.962328 50.896755)
STEM Innovation Academy Society,STEM Innovation Academy Middle School,1204 96 Ave SW,T2V0Y1,Calgary,AB,(403) 259-4211,,info@stemia.ca,Junior High,N,N,N,Y,N,{D9DB6EF7-C626-4834-8061-3D5ED50E4C70},POINT (-114.0884791 50.96887)
The Calgary School Division,Bishop Pinkham School,3304  63 Ave SW,T3E5K1,Calgary,AB,(403) 777-7840,,bishoppinkham@cbe.ab.ca,Junior High,N,N,N,Y,N,{2DC72A63-1F20-4424-9FF5-1112D0D5DD70},POINT (-114.1306992 50.997263)
The Calgary School Division,Saddle Ridge School,368 Saddlecrest Blvd NE,T3J5L6,Calgary,AB,(403) 777-6249,,SaddleRidge@cbe.ab.ca,Elementary,N,N,Y,N,N,{D0A0681C-FBF7-4814-BD7A-93AB693685CF},POINT (-113.9368796 51.1368826)
The Calgary School Division,Evergreen School,367 Everstone Dr SW,T2Y0L3,Calgary,AB,,,,Elementary,N,N,Y,N,N,{9AB92180-3CFD-40F8-B900-4B6D1FFA13D3},POINT (-114.1065198 50.9169239)
The Calgary School Division,Midsun School,660 Sunmills Dr SE,T2X3R5,Calgary,AB,(403) 777-6430,,midsun@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{CF9331F7-9B62-4F6D-A758-C5F343F04691},POINT (-114.0309154 50.9018495)
School of East Indian Languages and Performing Arts of Calgary,School of East Indian Languages and Performing Arts,376 Silverado Boulevard SW,T2X0N9,Calgary,AB,(403) 280-5110,,office@silpa.ca,Unknown,N,N,N,N,N,{ECA56612-C12A-4CC1-A169-5B251041A3D0},POINT (-114.0875454 50.8837415)
The Calgary Roman Catholic Separate School Division,Guardian Angel School,20 Aspen Hills Dr. SW,T3H0G5,Calgary,AB,(403) 500-2111,,guardianangel@cssd.ab.ca,Elementary,N,N,Y,N,N,{9569DF86-A639-430B-92E7-758909ABF7D6},POINT (-114.2164654 51.0406287)
Calgary French & International School Society,Calgary French & International School,700 - 77 Street S.W.,T3H5R1,Calgary,AB,(403) 240-1500,,principal@cfis.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{908708F6-2ECD-41B3-A81B-C778F5D1C330},POINT (-114.1978322 51.0678949)
The Calgary Roman Catholic Separate School Division,St. Cyril School,2990 Cedarbrae Drive S.W.,T2W2N9,Calgary,AB,(403) 500-2070,,stcyril@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{59D8A3B9-2E74-41B6-BCAD-8B74CBF535B7},POINT (-114.1285219 50.9554935)
Columbia College Calgary,Columbia College,802 Manning Road N.E.,T2E7N8,Calgary,AB,(403) 235-9300,,registrar@columbia.ca,Senior High,N,N,N,N,Y,{66E20145-61C2-43AD-A8F9-6B7AE0E061E7},POINT (-114.018022 51.0570018)
Bearspaw Christian School Society,Bearspaw Christian School & College,15001 - 69 Street NW,T3R1C5,Calgary,AB,(403) 295-2566,,info@bearspawschool.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{628F9F2B-37B8-4A3C-93E9-2CCFC2F97BC9},POINT (-114.1893458 51.186944)
The Calgary Roman Catholic Separate School Division,Our Lady of the Evergreens Catholic School,322 Everridge Dr. S.W.,T2Y0L5,Calgary,AB,(403) 500-2120,,ourladyevergreens@cssd.ab.ca,Elementary,N,N,Y,N,N,{F400835D-D46A-40D1-943B-B5B66B3BE6A2},POINT (-114.1221942 50.9143738)
Muslim Association of Canada,MAC Islamic School - Calgary Chapter,64 12 street NE,T3G1B5,Calgary,AB,(403) 454-7879,,office@macislamicschool.ca,Elementary/Junior High,N,N,Y,Y,N,{4B8AE7DB-E338-4B59-A936-60445FF7BBE3},POINT (-114.1799322 51.1148369)
The Calgary School Division,Eric Harvie School,357 Tuscany Dr NW,T3L3C9,Calgary,AB,(403) 817-3532,,ericharvie@cbe.ab.ca,Elementary,N,N,Y,N,N,{A65412AA-D58E-4C3E-8DA1-D766F90095E4},POINT (-114.2511111 51.1280419)
The Calgary School Division,Douglas Harkness School,6203  24 Ave NE,T1Y2C5,Calgary,AB,(403) 777-6720,,douglasharkness@cbe.ab.ca,Elementary,N,N,Y,N,N,{DFBAA360-207C-4B34-9126-95B0D543666C},POINT (-113.9460446 51.0738435)
Calgary Arts Academy Society,Calgary Arts Academy,640 14th Avenue S.E.,T2G1E8,Calgary,AB,(403) 532-3020,,cjordan@caaschool.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{3E3498B7-6AE6-4619-95C3-A1EAE135A14C},POINT (-114.0492422 51.039402)
GCA Educational Society,Glenmore Christian Academy Junior High,16520-24 Street SW,T2Y4W2,Calgary,AB,(403) 254-9051,,admin@gcaschool.com,Elementary/Junior High,N,N,Y,Y,N,{37860CA2-F7A3-4F89-9A83-6AA75762BDC1},POINT (-114.115239 50.9039788)
The Calgary Roman Catholic Separate School Division,Ecole St. Pius X School,2312 - 18 Street N.W.,T2M3T5,Calgary,AB,(403) 500-2015,,stpius@cssd.ab.ca,Elementary,N,N,Y,N,N,{1C0707CD-FB78-462C-8669-E477367E7339},POINT (-114.1034063 51.0729725)
The Calgary School Division,Coventry Hills School,12350 Coventry Hills Way NE,T3K5S9,Calgary,AB,(403) 777-6025,,coventryhills@cbe.ab.ca,Elementary,N,N,Y,N,N,{E4FBF1E4-ABEA-4DF1-98C4-46D696E298E6},POINT (-114.0514137 51.1651804)
The Calgary School Division,Samuel W. Shaw School,115 Shannon Dr SW,T2Y0K6,Calgary,AB,(403) 777-6163,,,Elementary/Junior High,N,N,Y,Y,N,{A3B7DEA6-FBB5-483D-9284-D17FAB46E108},POINT (-114.0873756 50.9081321)
The Calgary Roman Catholic Separate School Division,St. Augustine Elementary Junior High School,7112 - 7 Street S.W.,T2V1E9,Calgary,AB,(403) 500-2022,,staugustine@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{5E42FA37-0AE1-4273-BCC0-ABCE971C2052},POINT (-114.0807771 50.9911137)
The Calgary School Division,Mahogany School,165 Mahogany Blvd. SE,,Calgary,AB,(403) 817-3448,,Mahogany@cbe.ab.ca,Elementary,N,N,Y,N,N,{B3C65FB2-6BCE-47DA-AE41-610FE39F6A45},POINT (-113.926494 50.9025509)
The Calgary School Division,Sherwood School,2011  66 Ave SE,T2C1J4,Calgary,AB,(403) 777-7590,,sherwood@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{DBE97797-AD1C-46C3-A102-E5874C681891},POINT (-114.0114784 50.9936967)
The Calgary School Division,Elbow Park School,721  38 Ave SW,T2T2H8,Calgary,AB,(403) 817-3408,,elbowpark@cbe.ab.ca,Elementary,N,N,Y,N,N,{52EC2FD5-EA74-432E-B339-AFBA893810CE},POINT (-114.082197 51.0195775)
The Calgary Roman Catholic Separate School Division,St. Bernadette School,55 Lynndale Crescent S.E.,T2C0T8,Calgary,AB,(403) 500-2020,,stbernadette@cssd.ab.ca,Elementary,N,N,Y,N,N,{C188B6E5-3785-4E06-8805-BC4EC6458CFD},POINT (-114.0091978 50.9903909)
The Calgary School Division,Arbour Lake Middle School,27 Arbour Crest Dr NW,T3G4H3,Calgary,AB,(403) 777-7310,,ArbourLake@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{29E6BA29-1883-495D-88DE-10D6C7B284CD},POINT (-114.2091772 51.134651)
The Calgary School Division,Battalion Park School,369 Sienna Park Dr SW,T3H4S2,Calgary,AB,(403) 777-7187,,battalionpark@cbe.ab.ca,Elementary,N,N,Y,N,N,{B9D0A74F-9488-4C98-89FF-2058EEBCDC95},POINT (-114.181901 51.0235669)
The Calgary School Division,Western Canada High School,641  17 Ave SW,T2S0B5,Calgary,AB,(403) 228-5363,,westerncanada@cbe.ab.ca,Senior High,N,N,N,N,Y,{CF482468-DEB3-4F31-8F16-D9275B66980E},POINT (-114.0775476 51.0369948)
The Calgary School Division,W. O. Mitchell School,511 Silvergrove Dr NW,T3B4R9,Calgary,AB,(403) 777-6100,,womitchell@cbe.ab.ca,Elementary,N,N,Y,N,N,{3613CB27-2D5E-411F-A2CD-A91EE5A32A22},POINT (-114.1942875 51.1136908)
The Calgary Roman Catholic Separate School Division,St. Sebastian Elementary School,65 Chaparal Drive SE,T2X0E6,Calgary,AB,(403) 500-2116,,stsebastian@cssd.ab.ca,Elementary,N,N,Y,N,N,{A16606FB-2B3C-4333-9214-534E86AA8D69},POINT (-114.029127 50.8848431)
The Palliser School Division,Heritage Christian Academy,2003 McKnight Boulevard N.E.,T2E6L2,Calgary,AB,(403) 219-3201,,heritage_info@pallisersd.ab.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{6329D1B0-2F99-47FF-81EF-973BA3F4BBD2},POINT (-114.0101364 51.0921352)
The Calgary Roman Catholic Separate School Division,St. Rupert School,111 Rundlehill Drive N.E.,T1Y2W9,Calgary,AB,(403) 500-2044,,strupert@cssd.ab.ca,Elementary,N,N,Y,N,N,{EF83C5B0-534F-4912-80C1-55721C3DC967},POINT (-113.9705266 51.0769132)
The Calgary School Division,Ethel M. Johnson School,255 Sackville Dr SW,T2W0W7,Calgary,AB,(403) 777-8500,,ethelmjohnson@cbe.ab.ca,Elementary,N,N,Y,N,N,{753ACF25-FB2E-4AEF-AB18-D67BA10728D0},POINT (-114.0890389 50.9554734)
The Calgary Roman Catholic Separate School Division,Bishop McNally High School,5700 Falconridge Boulevard N.E,T3J3N4,Calgary,AB,(403) 500-2091,,bishopmcnally@cssd.ab.ca,Senior High,N,N,N,N,Y,{84139757-C9B7-4287-9382-9356A190DB38},POINT (-113.9536063 51.1032212)
The Palliser School Division,Master's College,4414 Crowchild Trail SW,T2T5J4,Calgary,AB,(403) 242-7034,,,Junior High/Senior High,N,N,N,Y,Y,{CA3B84EF-C49A-4729-A9A7-D0E477B5CF71},POINT (-114.1165458 51.0153024)
The Gilbertine Institute of Catholic Studies,The Gilbertine Academy,1423 8 Ave SE,T2G0N1,Calgary,AB,(866) 361-3650,,admin@gilbertineinstitute.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{BE12E79C-6231-45CD-B9F8-F57BB5F0364F},POINT (-114.0292505 51.0400236)
Arise Calgary Church,Arise Christian Academy,"155 Falconridge Crescent NE 
Calgary, AB T3J 1Z9",T3J1Z9,Calgary,AB,(825) 712-9554,,arisechristianacademy33@gmail.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{43E6A0BB-83E3-4D87-BAB4-364EA7B3FAFE},POINT (-113.9532286 51.0966232)
The Calgary School Division,Valley Creek School,10951 Hidden Valley Dr NW,T3A6J2,Calgary,AB,(403) 777-7995,,valleycreek@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{1D9231B4-0CDB-46FE-8B74-5CB4C8604DE6},POINT (-114.1166729 51.1502338)
The Calgary School Division,Earl Grey School,845 Hillcrest Ave SW,T2T0Z1,Calgary,AB,(403) 777-8570,,earlgrey@cbe.ab.ca,Elementary,N,N,Y,N,N,{EDB92139-81DF-45E8-A159-CC302D7D7E4C},POINT (-114.0826538 51.0308745)
Almadina School Society,"Almadina Language Charter Academy, Ogden Campus",1919 - 76th Avenue SE,T2C0G8,Calgary,AB,(403) 543-5070,,lelchamaa@esl-almadina.com,Elementary/Junior High,N,N,Y,Y,N,{C243D7D5-7A8D-4DAA-B9D8-596F4EF9D0B5},POINT (-114.011988 50.9844553)
The Calgary Roman Catholic Separate School Division,St. Jude School,730 Woodbine Boulevard S.W.,T2W4W4,Calgary,AB,(403) 500-2084,,stjude@cssd.ab.ca,Elementary,N,N,Y,N,N,{7780D4C6-44B2-429B-8D86-9AEA776DC7EB},POINT (-114.1334374 50.9429522)
The Calgary School Division,Colonel J. Fred Scott School,171 Whitehorn Rd NE,T1Y3C4,Calgary,AB,(403) 777-6710,,coloneljfredscott@cbe.ab.ca,Elementary,N,N,Y,N,N,{0D2A80D4-31D2-451B-A1BA-41B058161BAF},POINT (-113.9681644 51.0877669)
The Calgary School Division,Mount Royal School,2234  14 St SW,T2T3T3,Calgary,AB,(403) 777-7980,,mountroyal@cbe.ab.ca,Junior High,N,N,N,Y,N,{93E7C588-D817-4F84-AE0A-FA9A2B49B4BE},POINT (-114.0939102 51.0347223)
The Calgary School Division,Northern Lights School,711 Coventry Dr NE,,Calgary,AB,(403) 817-3444,,northernlights@cbe.ab.ca,Elementary,N,N,Y,N,N,{0F25CA09-4D8D-4895-8F4A-0DE8678C0D7D},POINT (-114.0469265 51.1576163)
The Calgary School Division,William Roper Hull School,2266 Woodpark Ave SW,T2W2Z8,Calgary,AB,(403) 251-8022,,williamroperhull@cbe.ab.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{862AADD2-E43E-49A3-AB63-24057FA05E52},POINT (-114.1138325 50.9483626)
The Calgary School Division,Glenmeadows School,4931 Grove Hill Rd SW,T3E4G4,Calgary,AB,(403) 777-5235,,glenmeadows@cbe.ab.ca,Elementary,N,N,Y,N,N,{67072629-FEB0-4DF8-956A-C667FA28600B},POINT (-114.1589291 51.0348618)
The Calgary Roman Catholic Separate School Division,St. Boniface Elementary School,927 Lake Sylvan Drive S.E.,T2J2P8,Calgary,AB,(403) 500-2060,,stboniface@cssd.ab.ca,Elementary,N,N,Y,N,N,{8915089D-9F82-47F6-A2C4-36598146187D},POINT (-114.0423413 50.9430637)
The Calgary Roman Catholic Separate School Division,St. Thomas More School,6110 Temple Drive N.E.,T1Y5V4,Calgary,AB,(403) 500-2081,,stthomasmore@cssd.ab.ca,Elementary,N,N,Y,N,N,{9A0F8663-6308-4D58-9D77-3649BFF4FCEB},POINT (-113.9455354 51.085415)
The Calgary Roman Catholic Separate School Division,Bishop Kidd School,1420 - 28 Street S.E.,T2A0Y8,Calgary,AB,(403) 500-2052,,bishop.kidd@cssd.ab.ca,Junior High,N,N,N,Y,N,{5B779E9D-94BC-4187-B902-B869802FE5DB},POINT (-113.9921286 51.0405768)
The Calgary School Division,John Ware School,10020  19 St SW,T2V1R2,Calgary,AB,(403) 777-7930,,johnware@cbe.ab.ca,Junior High,N,N,N,Y,N,{5915AEBB-A15B-48B3-96A0-A502F9E09E58},POINT (-114.1053048 50.9636548)
The Calgary School Division,Beddington Heights School,95 Bermuda Rd NW,T3K2J6,Calgary,AB,(403) 777-6610,,beddingtonheights@cbe.ab.ca,Elementary,N,N,Y,N,N,{136B9F2C-2D85-4FC9-9FFE-CEE0EFBC4A9B},POINT (-114.0793929 51.1317456)
The Calgary School Division,Varsity Acres School,4255 40 St NW,T3A0H7,Calgary,AB,(403) 777-6090,,varsityacres@cbe.ab.ca,Elementary,N,N,Y,N,N,{E5374B63-FF96-425F-A944-7E459B27A5A1},POINT (-114.1482182 51.0910144)
The Calgary School Division,William D. Pratt School,9850 Royal Oak Dr NW,T3G0A4,Calgary,AB,(403) 817-3520,,williamdpratt@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{34255253-956B-44FF-AFEC-B3F802FC47D9},POINT (-114.2240926 51.1493607)
Al-Zahra Islamic Research Foundation,Al-Qaim International School,"510 77 Ave SE, Calgary, AB T2H",T2H1C3,Calgary,AB,(403) 851-7557,,info@alqaimschool.ca,Elementary/Junior High,N,N,Y,Y,N,{C7E32DA8-916C-421A-9872-7F0EE41C27F6},POINT (-114.0514595 50.9851221)
North Point School for Boys,North Point School,2445 - 23 Ave SW,T2T0W3,Calgary,AB,(403) 744-5214,,,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{7809E2E3-7988-4681-82E9-4C7ADD331754},POINT (-114.1174839 51.0325564)
